work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Scientist,Data Science and Research,USD,149076.0,149076.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,82365.0,82365.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,169000.0,169000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600.0,110600.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,180000.0,180000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,153600.0,153600.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,106800.0,106800.0,United States,Senior,full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,140000.0,140000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,120000.0,120000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,165000.0,165000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,125000.0,125000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,185000.0,185000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,95000.0,95000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85500.0,85500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,147100.0,147100.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,90700.0,90700.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167580.0,167580.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,87980.0,87980.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,202000.0,202000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,135000.0,135000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,163800.0,163800.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,126000.0,126000.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163800.0,163800.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,126000.0,126000.0,United States,Senior,full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,148000.0,148000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,210000.0,210000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,300240.0,300240.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,200160.0,200160.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,300240.0,300240.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,200160.0,200160.0,United States,Senior,full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,175000.0,175000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,370000.0,370000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,245000.0,245000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,55000.0,55000.0,United States,Entry-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,48000.0,48000.0,United States,Entry-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,95000.0,95000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85000.0,85000.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,323300.0,323300.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184700.0,184700.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000.0,200000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000.0,240000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,180000.0,180000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000.0,200000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500.0,299500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100.0,245100.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,144000.0,144000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,120000.0,120000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,126500.0,126500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,78000.0,78000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,180000.0,180000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000.0,160000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,80000.0,80000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,60000.0,60000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,259000.0,259000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,146000.0,146000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,200000.0,200000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000.0,160000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,310000.0,310000.0,United States,Executive,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,239000.0,239000.0,United States,Executive,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,142000.0,142000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95000.0,95000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,155000.0,155000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139500.0,139500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000.0,140000.0,United States,Mid-level,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,120000.0,120000.0,United States,Mid-level,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,259000.0,259000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,146000.0,146000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,225000.0,225000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,156400.0,156400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139500.0,139500.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,109400.0,109400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000.0,125000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000.0,90000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185900.0,185900.0,United States,Senior,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300.0,129300.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,139500.0,139500.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,109400.0,109400.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120000.0,120000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,169000.0,169000.0,United States,Senior,full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600.0,110600.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,288000.0,288000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000.0,140000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,288000.0,288000.0,United States,Senior,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000.0,140000.0,United States,Senior,full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,120000.0,120000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000.0,90000.0,United States,Mid-level,full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,156400.0,156400.0,United States,Senior,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Entry-level,full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,60000.0,60000.0,United States,Entry-level,full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500.0,204500.0,United States,Senior,full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200.0,142200.0,United States,Senior,full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,140000.0,140000.0,United States,Senior,full-time,In-person,United States,M
